shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
11-A-OB,29.65568,-82.31479,17,1925.76
11-A-OB,29.656348,-82.31479,18,2000.04
11-A-OB,29.65925,-82.31478,19,2322.73
11-A-OB,29.65927,-82.31471,20,2329.85
11-A-OB,29.65933,-82.31468,21,2337.12
11-A-OB,29.659294,-82.30782,22,2999.99
11-A-OB,29.65928,-82.30648,23,3129.48
11-A-OB,29.65931,-82.30645,24,3133.9
11-A-OB,29.65968,-82.30626,25,3178.95
11-A-OB,29.66005,-82.30604,26,3225.26
11-A-OB,29.66064,-82.30566,27,3300.44
11-A-OB,29.66293,-82.30412,28,3595.37
11-A-OB,29.66322,-82.30392,29,3632.96
11-A-OB,29.66337,-82.30366,30,3663.12
11-A-OB,29.66337,-82.30345,31,3683.41
11-A-OB,29.66306,-82.30284,32,3751.69
11-A-OB,29.66294,-82.30264,33,3775.17
11-A-OB,29.66278,-82.30245,34,3800.74
11-A-OB,29.66215,-82.30191,35,3888.09
11-A-OB,29.66211,-82.30189,36,3892.94
11-A-OB,29.66199,-82.30175,37,3911.94
11-A-OB,29.66189,-82.30153,38,3935.93
11-A-OB,29.66187,-82.30141,39,3947.73
11-A-OB,29.661859,-82.300869,40,4000.02
11-A-OB,29.66185,-82.29998,41,4085.93
11-A-OB,29.66179,-82.29993,42,4094.16
11-A-OB,29.66176,-82.29988,43,4100.03
11-A-OB,29.66162,-82.29987,44,4115.63
11-A-OB,29.66155,-82.29983,45,4124.32
11-A-OB,29.66112,-82.29986,46,4172.22
11-A-OB,29.65921,-82.29985,47,4384.61
11-A-OB,29.65921,-82.293481,48,5000.02
11-A-OB,29.65921,-82.29235,49,5109.31
11-A-OB,29.65403,-82.29228,50,5685.34
11-A-OB,29.65336,-82.29229,51,5759.84
11-A-OB,29.65267,-82.29227,52,5836.59
11-A-OB,29.65182,-82.29227,53,5931.11
11-A-OB,29.65182,-82.291557,54,6000.01
11-A-OB,29.65181,-82.281209,55,6999.97
11-A-OB,29.6518,-82.27246,56,7845.42
11-A-OB,29.65041,-82.272437,57,8000.0
11-A-OB,29.64916,-82.27244,58,8138.99
11-A-OB,29.64822,-82.27246,59,8243.53
11-A-OB,29.64695,-82.27245,60,8384.76
11-A-OB,29.64506,-82.27248,61,8594.93
11-A-OB,29.64342,-82.27245,62,8777.32
11-A-OB,29.64343,-82.27159,63,8860.44
11-A-OB,29.64337,-82.2715,64,8871.4
11-A-OB,29.64328,-82.27143,65,8883.48
11-A-OB,29.64312,-82.27142,66,8901.3
11-A-OB,29.64243,-82.27151,67,8978.51
11-A-IB,29.64249,-82.2715,1,0
11-A-IB,29.64208,-82.27154,2,45.75
11-A-IB,29.64207,-82.27246,3,134.67
11-A-IB,29.64485,-82.27245,4,443.8
11-A-IB,29.64607,-82.27247,5,579.47
11-A-IB,29.64695,-82.27245,6,677.34
11-A-IB,29.64822,-82.27246,7,818.56
11-A-IB,29.649852,-82.272433,8,1000.05
11-A-IB,29.65192,-82.27246,9,1230.01
11-A-IB,29.651931,-82.280428,10,1999.99
11-A-IB,29.65195,-82.290776,11,2999.96
11-A-IB,29.65195,-82.29227,12,3144.33
11-A-IB,29.65267,-82.29227,13,3224.39
11-A-IB,29.65336,-82.29229,14,3301.14
11-A-IB,29.65403,-82.29228,15,3375.64
11-A-IB,29.65921,-82.29235,16,3951.67
11-A-IB,29.65921,-82.29285,17,3999.99
11-A-IB,29.65921,-82.29985,18,4676.37
11-A-IB,29.66112,-82.29986,19,4888.76
11-A-IB,29.66155,-82.29983,20,4936.66
11-A-IB,29.66163,-82.2998,21,4946.02
11-A-IB,29.66176,-82.29978,22,4960.6
11-A-IB,29.6618,-82.2997,23,4969.52
11-A-IB,29.66186,-82.29966,24,4977.23
11-A-IB,29.66194,-82.29966,25,4986.12
11-A-IB,29.66201,-82.2997,26,4994.81
11-A-IB,29.66203,-82.299749,27,5000.04
11-A-IB,29.66205,-82.2998,28,5005.45
11-A-IB,29.66205,-82.29986,29,5011.25
11-A-IB,29.662,-82.29995,30,5021.57
11-A-IB,29.66195,-82.29998,31,5027.84
11-A-IB,29.66195,-82.30129,32,5154.42
11-A-IB,29.66196,-82.30145,33,5169.92
11-A-IB,29.66202,-82.30163,34,5188.55
11-A-IB,29.66212,-82.30178,35,5206.81
11-A-IB,29.66288,-82.30239,36,5309.84
11-A-IB,29.66297,-82.3025,37,5324.44
11-A-IB,29.66307,-82.30265,38,5342.71
11-A-IB,29.66346,-82.30341,39,5427.99
11-A-IB,29.66362,-82.30378,40,5467.93
11-A-IB,29.66066,-82.30579,41,5850.09
11-A-IB,29.6601,-82.30615,42,5921.42
11-A-IB,29.65959,-82.30645,43,5985.11
11-A-IB,29.659466,-82.306507,44,5999.95
11-A-IB,29.65931,-82.30658,45,6018.68
11-A-IB,29.6593,-82.30738,46,6095.99
11-A-IB,29.65933,-82.30981,47,6330.81
11-A-IB,29.65934,-82.31422,48,6756.94
11-A-IB,29.65935,-82.31468,49,6801.4
11-A-IB,29.65938,-82.31468,50,6804.74
11-A-IB,29.65942,-82.31472,51,6810.63
11-A-IB,29.65943,-82.31482,52,6820.36
11-A-IB,29.65941,-82.31486,53,6824.81
11-A-IB,29.65934,-82.31489,54,6833.12
11-A-IB,29.65927,-82.31485,55,6841.81
11-A-IB,29.65925,-82.31478,56,6848.93
11-A-IB,29.657891,-82.31479,57,7000.05
11-A-IB,29.65786,-82.31479,58,7003.5
11-A-IB,29.65786,-82.3147,59,7012.19
11-A-IB,29.65786,-82.31479,60,7020.89
11-A-IB,29.65568,-82.31479,61,7263.29
11-A-IB,29.65384,-82.31474,62,7467.95
11-A-IB,29.65194,-82.31474,63,7679.22
11-A-IB,29.65193,-82.31755,64,7950.76
11-A-IB,29.65198,-82.31771,65,7967.19
11-A-IB,29.651989,-82.318049,66,7999.97
11-A-IB,29.65198,-82.31932,67,8122.79
11-A-IB,29.65201,-82.32135,68,8318.99
11-A-IB,29.652,-82.32242,69,8422.39
11-A-IB,29.65029,-82.32239,70,8612.56
11-A-IB,29.64966,-82.32236,71,8682.67
11-A-IB,29.64913,-82.32238,72,8741.63
11-A-IB,29.64771,-82.32231,73,8899.68
11-A-IB,29.64713,-82.32235,74,8964.28
11-A-IB,29.646809,-82.322339,75,8999.99
11-A-IB,29.64656,-82.32233,76,9027.69
11-A-IB,29.64657,-82.3226,77,9053.81
11-A-IB,29.64595,-82.32259,78,9122.76
11-A-IB,29.64562,-82.32254,79,9159.77
11-A-IB,29.64553,-82.32261,80,9171.85
11-A-IB,29.6455,-82.32272,81,9182.99
8-A-OB,29.63895,-82.34405,1,0
8-A-OB,29.63826,-82.34603,2,206.17
8-A-OB,29.63858,-82.34616,3,243.9
8-A-OB,29.63879,-82.34621,4,267.75
8-A-OB,29.63894,-82.34621,5,284.43
8-A-OB,29.63977,-82.34611,6,377.22
8-A-OB,29.64028,-82.34614,7,434.01
8-A-OB,29.64048,-82.3461,8,456.58
8-A-OB,29.64148,-82.34623,9,568.48
8-A-OB,29.6417,-82.34628,10,593.42
8-A-OB,29.64196,-82.34638,11,623.9
8-A-OB,29.64268,-82.34676,12,711.98
8-A-OB,29.64288,-82.34683,13,735.23
8-A-OB,29.64337,-82.34692,14,790.4
8-A-OB,29.6436,-82.34693,15,816.0
8-A-OB,29.6448,-82.34691,16,949.44
8-A-OB,29.64482,-82.34663,17,976.6
8-A-OB,29.64484,-82.34656,18,983.72
8-A-OB,29.64484,-82.346391,19,1000.05
8-A-OB,29.64485,-82.34443,20,1189.56
8-A-OB,29.64482,-82.34351,21,1278.54
8-A-OB,29.64481,-82.34141,22,1481.48
8-A-OB,29.64479,-82.34115,23,1506.71
8-A-OB,29.64478,-82.34047,24,1572.43
8-A-OB,29.6448,-82.34011,25,1607.29
8-A-OB,29.64491,-82.33938,26,1678.89
8-A-OB,29.64491,-82.33927,27,1689.53
8-A-OB,29.647702,-82.33927,28,1999.98
8-A-OB,29.64858,-82.33928,29,2097.62
8-A-OB,29.64914,-82.33927,30,2159.89
8-A-OB,29.6492,-82.33933,31,2168.73
8-A-OB,29.65086,-82.33933,32,2353.31
8-A-OB,29.65099,-82.33928,33,2368.56
8-A-OB,29.6521,-82.33927,34,2491.99
8-A-OB,29.65304,-82.3392,35,2596.73
8-A-OB,29.65392,-82.33917,36,2694.62
8-A-OB,29.65401,-82.33923,37,2706.19
8-A-OB,29.65526,-82.33924,38,2845.19
8-A-OB,29.65614,-82.3392,39,2943.11
8-A-OB,29.65649,-82.33919,40,2982.04
8-A-OB,29.656651,-82.3392,41,2999.97
8-A-OB,29.65746,-82.33918,42,3089.95
8-A-OB,29.65754,-82.33911,43,3101.12
8-A-OB,29.65863,-82.33911,44,3222.33
8-A-OB,29.65909,-82.33913,45,3273.51
8-A-OB,29.65986,-82.33911,46,3359.16
8-A-OB,29.65995,-82.33917,47,3370.72
8-A-OB,29.665609,-82.33917,48,3999.97
8-A-OB,29.6671,-82.33915,49,4165.78
8-A-OB,29.66819,-82.33916,50,4286.98
8-A-OB,29.66843,-82.33914,51,4313.74
8-A-OB,29.67346,-82.33915,52,4873.05
8-A-OB,29.67384,-82.33914,53,4915.31
8-A-OB,29.67395,-82.33907,54,4929.29
8-A-OB,29.67397,-82.33919,55,4941.1
8-A-OB,29.673977,-82.3398,56,5000.04
8-A-OB,29.67398,-82.34094,57,5110.17
8-A-OB,29.67402,-82.341,58,5117.48
8-A-OB,29.67403,-82.34132,59,5148.42
8-A-OB,29.67405,-82.3443,60,5436.33
8-A-OB,29.67409,-82.3446,61,5465.65
8-A-OB,29.67408,-82.34471,62,5476.34
8-A-OB,29.67426,-82.34561,63,5565.56
8-A-OB,29.67435,-82.34599,64,5603.62
8-A-OB,29.67441,-82.34616,65,5621.34
8-A-OB,29.67453,-82.34642,66,5649.79
8-A-OB,29.67474,-82.34675,67,5689.3
8-A-OB,29.67486,-82.3469,68,5709.0
8-A-OB,29.67504,-82.34707,69,5734.89
8-A-OB,29.67517,-82.34717,70,5752.28
8-A-OB,29.67607,-82.34773,71,5866.04
8-A-OB,29.677101,-82.348448,72,6000.04
8-A-OB,29.67857,-82.34949,73,6191.91
8-A-OB,29.68041,-82.35083,74,6434.03
8-A-OB,29.68078,-82.35116,75,6486.07
8-A-OB,29.68106,-82.35154,76,6534.21
8-A-OB,29.68124,-82.35153,77,6554.25
8-A-OB,29.68156,-82.35155,78,6589.88
8-A-OB,29.68201,-82.35155,79,6639.92
8-A-OB,29.68306,-82.35153,80,6756.69
8-A-OB,29.685248,-82.351539,81,6999.99
8-A-OB,29.68575,-82.35153,82,7055.81
8-A-OB,29.68573,-82.34736,83,7458.65
8-A-OB,29.68698,-82.34737,84,7597.64
8-A-OB,29.68852,-82.34736,85,7768.89
8-A-OB,29.68853,-82.34812,86,7842.31
8-A-OB,29.688511,-82.349752,87,7999.97
8-A-OB,29.68852,-82.35104,88,8124.39
8-A-OB,29.6885,-82.35523,89,8529.15
8-A-OB,29.688556,-82.360104,90,9000.01
8-A-OB,29.68857,-82.36124,91,9109.76
8-A-OB,29.68859,-82.36124,92,9111.98
8-A-OB,29.68857,-82.36124,93,9114.21
8-A-OB,29.68858,-82.36311,94,9294.85
8-A-OB,29.68864,-82.36323,95,9308.22
8-A-OB,29.68865,-82.36374,96,9357.5
8-A-OB,29.68866,-82.366,97,9575.81
8-A-OB,29.68861,-82.36615,98,9591.33
8-A-OB,29.68863,-82.36846,99,9814.49
8-A-OB,29.68867,-82.36854,100,9823.4
8-A-OB,29.688671,-82.370368,101,9999.99
8-A-OB,29.6887,-82.37232,102,10188.57
8-A-OB,29.69015,-82.37231,103,10349.81
8-A-OB,29.69068,-82.37229,104,10408.77
8-A-OB,29.695997,-82.372259,105,11000.01
8-A-OB,29.69661,-82.37224,106,11068.19
8-A-OB,29.69705,-82.3722,107,11117.27
8-A-OB,29.69743,-82.37213,108,11160.06
8-A-OB,29.69793,-82.37198,109,11217.52
8-A-OB,29.69831,-82.37182,110,11262.51
8-A-OB,29.69884,-82.37154,111,11327.35
8-A-OB,29.6994,-82.37114,112,11400.63
8-A-OB,29.69969,-82.37088,113,11441.5
8-A-OB,29.69986,-82.37071,114,11466.54
8-A-OB,29.70026,-82.37026,115,11528.73
8-A-OB,29.70048,-82.36996,116,11566.65
8-A-OB,29.70078,-82.36946,117,11625.35
8-A-OB,29.70095,-82.36913,118,11662.4
8-A-OB,29.70233,-82.366017,119,11999.97
8-A-OB,29.70318,-82.36414,120,12204.42
8-A-OB,29.70332,-82.3638,121,12240.76
8-A-OB,29.70354,-82.36334,122,12291.48
8-A-OB,29.70611,-82.35747,123,12926.37
8-A-OB,29.70641,-82.35687,124,12993.23
8-A-OB,29.70646,-82.35691,125,13000.0
8-A-OB,29.70699,-82.35733,126,13071.55
8-A-OB,29.70711,-82.35747,127,13090.54
8-A-OB,29.70749,-82.35782,128,13144.66
8-A-OB,29.70773,-82.35801,129,13177.04
8-A-OB,29.70949,-82.35959,130,13425.21
8-A-OB,29.71016,-82.36017,131,13518.42
8-A-OB,29.71031,-82.36026,132,13537.22
8-A-OB,29.71042,-82.36029,133,13549.79
8-A-OB,29.71061,-82.3603,134,13570.94
8-A-OB,29.71129,-82.36028,135,13646.58
8-A-OB,29.71172,-82.3603,136,13694.43
8-A-OB,29.71282,-82.36031,137,13816.75
8-A-OB,29.71371,-82.36029,138,13915.73
8-A-OB,29.71402,-82.36031,139,13950.26
8-A-OB,29.71412,-82.3603,140,13961.42
8-A-OB,29.71431,-82.36024,141,13983.33
8-A-OB,29.714445,-82.360164,142,14000.04
8-A-OB,29.7146,-82.36004,143,14021.02
8-A-OB,29.71466,-82.35995,144,14031.98
8-A-OB,29.71469,-82.35983,145,14044.04
8-A-OB,29.71478,-82.35961,146,14067.52
8-A-OB,29.71497,-82.35904,147,14126.49
8-A-OB,29.71512,-82.35868,148,14165.05
8-A-OB,29.71518,-82.35858,149,14176.78
8-A-OB,29.71548,-82.35825,150,14222.92
8-A-OB,29.71366,-82.35613,151,14510.79
8-A-OB,29.71349,-82.35595,152,14536.48
8-A-OB,29.71311,-82.35548,153,14598.49
8-A-OB,29.71257,-82.35607,154,14681.27
8-A-OB,29.71231,-82.35626,155,14715.51
8-A-OB,29.71202,-82.35635,156,14748.91
8-A-OB,29.7114,-82.3565,157,14819.35
8-A-OB,29.71118,-82.35651,158,14843.83
8-A-OB,29.71106,-82.35649,159,14857.32
8-A-OB,29.709826,-82.356082,160,15000.08
8-A-OB,29.70901,-82.35581,161,15094.54
8-A-IB,29.70914,-82.35585,1,0
8-A-IB,29.70887,-82.35575,2,31.54
8-A-IB,29.70875,-82.35568,3,46.5
8-A-IB,29.70864,-82.3556,4,60.96
8-A-IB,29.70856,-82.35551,5,73.4
8-A-IB,29.70837,-82.35515,6,114.08
8-A-IB,29.7079,-82.35432,7,209.78
8-A-IB,29.70808,-82.3542,8,232.91
8-A-IB,29.70822,-82.3546,9,274.56
8-A-IB,29.70828,-82.35484,10,298.68
8-A-IB,29.70821,-82.35489,11,307.84
8-A-IB,29.70801,-82.35501,12,332.91
8-A-IB,29.70779,-82.35518,13,362.38
8-A-IB,29.70736,-82.35558,14,423.85
8-A-IB,29.70694,-82.35605,15,488.97
8-A-IB,29.70675,-82.3563,16,521.06
8-A-IB,29.70656,-82.35659,17,556.14
8-A-IB,29.70611,-82.35747,18,654.77
8-A-IB,29.704706,-82.360658,19,999.99
8-A-IB,29.70354,-82.36334,20,1289.66
8-A-IB,29.70332,-82.3638,21,1340.38
8-A-IB,29.70287,-82.36483,22,1451.74
8-A-IB,29.70262,-82.36535,23,1509.14
8-A-IB,29.70095,-82.36913,24,1918.75
8-A-IB,29.70078,-82.36946,25,1955.8
8-A-IB,29.700554,-82.369837,26,2000.05
8-A-IB,29.70034,-82.37015,27,2038.52
8-A-IB,29.70015,-82.37039,28,2069.88
8-A-IB,29.69976,-82.37081,29,2129.27
8-A-IB,29.6994,-82.37114,30,2180.44
8-A-IB,29.69901,-82.37143,31,2232.06
8-A-IB,29.69871,-82.37161,32,2269.68
8-A-IB,29.69815,-82.37189,33,2337.57
8-A-IB,29.69793,-82.37198,34,2363.53
8-A-IB,29.69767,-82.37206,35,2393.45
8-A-IB,29.69743,-82.37213,36,2420.98
8-A-IB,29.69705,-82.3722,37,2463.78
8-A-IB,29.69639,-82.37225,38,2537.32
8-A-IB,29.692229,-82.37228,39,3000.01
8-A-IB,29.68858,-82.37232,40,3405.78
8-A-IB,29.68857,-82.36853,41,3771.89
8-A-IB,29.68863,-82.36846,42,3781.39
8-A-IB,29.688611,-82.366197,43,4000.0
8-A-IB,29.68857,-82.36603,44,4016.77
8-A-IB,29.68854,-82.3636,45,4251.53
8-A-IB,29.68854,-82.36323,46,4287.27
8-A-IB,29.68858,-82.36311,47,4299.68
8-A-IB,29.68858,-82.36274,48,4335.42
8-A-IB,29.68851,-82.355861,49,4999.97
8-A-IB,29.68851,-82.34734,50,5823.09
8-A-IB,29.686919,-82.34735,51,6000.0
8-A-IB,29.68574,-82.34736,52,6131.1
8-A-IB,29.68571,-82.3475,53,6145.03
8-A-IB,29.68574,-82.3492,54,6309.29
8-A-IB,29.68575,-82.3515,55,6531.47
8-A-IB,29.68556,-82.35152,56,6552.69
8-A-IB,29.68481,-82.35151,57,6636.09
8-A-IB,29.68342,-82.35154,58,6790.68
8-A-IB,29.68305,-82.35152,59,6831.87
8-A-IB,29.68271,-82.35154,60,6869.72
8-A-IB,29.681538,-82.351548,61,7000.04
8-A-IB,29.68106,-82.35151,62,7053.32
8-A-IB,29.68087,-82.35125,63,7086.14
8-A-IB,29.68067,-82.35104,64,7116.25
8-A-IB,29.68017,-82.35065,65,7183.41
8-A-IB,29.67811,-82.34916,66,7453.94
8-A-IB,29.67685,-82.34827,67,7618.33
8-A-IB,29.67607,-82.34773,68,7719.54
8-A-IB,29.67517,-82.34717,69,7833.3
8-A-IB,29.67504,-82.34707,70,7850.69
8-A-IB,29.67487,-82.34691,71,7875.11
8-A-IB,29.6744,-82.3462,72,7961.34
8-A-IB,29.674307,-82.345815,73,7999.95
8-A-IB,29.67411,-82.3451,74,8072.42
8-A-IB,29.67402,-82.3444,75,8140.78
8-A-IB,29.67399,-82.3434,76,8237.45
8-A-IB,29.67396,-82.3391,77,8652.9
8-A-IB,29.67329,-82.33915,78,8727.56
8-A-IB,29.67136,-82.33914,79,8942.17
8-A-IB,29.67135,-82.3391,80,8946.19
8-A-IB,29.67136,-82.33914,81,8950.21
8-A-IB,29.670912,-82.33914,82,9000.02
8-A-IB,29.6694,-82.33915,83,9168.15
8-A-IB,29.66884,-82.33914,84,9230.43
8-A-IB,29.66842,-82.33916,85,9277.17
8-A-IB,29.6671,-82.33915,86,9423.95
8-A-IB,29.66621,-82.33917,87,9522.93
8-A-IB,29.66192,-82.33917,88,9999.96
8-A-IB,29.65979,-82.33917,89,10236.81
8-A-IB,29.65973,-82.33923,90,10245.64
8-A-IB,29.65963,-82.33924,91,10256.81
8-A-IB,29.65863,-82.33923,92,10368.0
8-A-IB,29.65754,-82.33924,93,10489.21
8-A-IB,29.65746,-82.33919,94,10499.33
8-A-IB,29.65638,-82.3392,95,10619.43
8-A-IB,29.65554,-82.33923,96,10712.88
8-A-IB,29.65525,-82.33922,97,10745.14
8-A-IB,29.65354,-82.33923,98,10935.28
8-A-IB,29.65309,-82.33926,99,10985.41
8-A-IB,29.65304,-82.33932,100,10993.44
8-A-IB,29.652981,-82.339325,101,11000.02
8-A-IB,29.65181,-82.3394,102,11130.43
8-A-IB,29.65099,-82.33939,103,11221.61
8-A-IB,29.65086,-82.33933,104,11237.19
8-A-IB,29.6492,-82.33933,105,11421.77
8-A-IB,29.64914,-82.33938,106,11430.01
8-A-IB,29.644014,-82.339387,107,11999.99
8-A-IB,29.64366,-82.33938,108,12039.36
8-A-IB,29.64246,-82.33942,109,12172.85
8-A-IB,29.64091,-82.33939,110,12345.23
8-A-IB,29.64015,-82.33936,111,12429.79
8-A-IB,29.64007,-82.33932,112,12439.49
8-A-IB,29.63965,-82.33933,113,12486.2
8-A-IB,29.63761,-82.33932,114,12713.04
8-A-IB,29.63753,-82.33935,115,12722.39
8-A-IB,29.63655,-82.33944,116,12831.71
8-A-IB,29.63654,-82.34022,117,12907.11
8-A-IB,29.6365,-82.34049,118,12933.58
8-A-IB,29.636358,-82.341158,119,13000.04
8-A-IB,29.63604,-82.34228,120,13114.1
8-A-IB,29.63577,-82.34313,121,13201.57
8-A-IB,29.63756,-82.34294,122,13401.45
8-A-IB,29.6379,-82.34297,123,13439.37
8-A-IB,29.63812,-82.34302,124,13464.3
8-A-IB,29.63842,-82.34306,125,13497.89
8-A-IB,29.63884,-82.34319,126,13546.25
8-A-IB,29.63921,-82.34333,127,13589.56
8-A-IB,29.63899,-82.34396,128,13655.17
10-A-IB,29.67953,-82.43187,1,0
10-A-IB,29.67953,-82.43199,2,11.59
10-A-IB,29.67946,-82.43207,3,22.56
10-A-IB,29.67912,-82.43209,4,60.42
10-A-IB,29.67902,-82.43205,5,72.19
10-A-IB,29.67881,-82.43179,6,106.48
10-A-IB,29.67878,-82.43175,7,111.59
10-A-IB,29.67875,-82.43162,8,124.58
10-A-IB,29.67786,-82.43161,9,223.55
10-A-IB,29.67785,-82.43033,10,347.22
10-A-IB,29.67595,-82.43033,11,558.49
10-A-IB,29.67564,-82.43031,12,593.01
10-A-IB,29.67531,-82.43022,13,630.72
10-A-IB,29.67494,-82.43009,14,673.74
10-A-IB,29.6748,-82.43006,15,689.57
10-A-IB,29.67425,-82.43003,16,750.8
10-A-IB,29.67425,-82.42865,17,884.12
10-A-IB,29.67428,-82.42859,18,890.81
10-A-IB,29.67429,-82.42809,19,939.13
10-A-IB,29.674276,-82.42746,20,1000.02
10-A-IB,29.67424,-82.42672,21,1071.62
10-A-IB,29.67417,-82.4258,22,1160.84
10-A-IB,29.67407,-82.42362,23,1371.75
10-A-IB,29.67408,-82.42297,24,1434.56
10-A-IB,29.67426,-82.41908,25,1810.91
10-A-IB,29.674242,-82.417123,26,2000.0
10-A-IB,29.67424,-82.41447,27,2256.31
10-A-IB,29.67422,-82.4132,28,2379.03
10-A-IB,29.67423,-82.41317,29,2382.13
10-A-IB,29.674134,-82.406776,30,2999.96
10-A-IB,29.67412,-82.40445,31,3224.69
10-A-IB,29.67414,-82.40184,32,3476.85
10-A-IB,29.67411,-82.4007,33,3587.04
10-A-IB,29.67411,-82.39844,34,3805.39
10-A-IB,29.67413,-82.39734,35,3911.68
10-A-IB,29.67411,-82.397,36,3944.61
10-A-IB,29.67411,-82.396427,37,3999.97
10-A-IB,29.6741,-82.39096,38,4528.15
10-A-IB,29.67412,-82.3901,39,4611.26
10-A-IB,29.67412,-82.3891,40,4707.87
10-A-IB,29.67403,-82.389,41,4721.78
10-A-IB,29.67381,-82.38848,42,4777.66
10-A-IB,29.672871,-82.386448,43,5000.02
10-A-IB,29.67229,-82.38522,44,5135.11
10-A-IB,29.67172,-82.38395,45,5273.21
10-A-IB,29.67085,-82.38191,46,5492.77
10-A-IB,29.67052,-82.3811,47,5579.2
10-A-IB,29.67013,-82.38023,48,5673.79
10-A-IB,29.66873,-82.377263,49,5999.99
10-A-IB,29.66756,-82.37476,50,6274.6
10-A-IB,29.66735,-82.37428,51,6326.52
10-A-IB,29.66696,-82.37347,52,6416.0
10-A-IB,29.66679,-82.37294,53,6470.58
10-A-IB,29.66673,-82.37261,54,6503.16
10-A-IB,29.66671,-82.37237,55,6526.45
10-A-IB,29.6667,-82.367469,56,6999.99
10-A-IB,29.66669,-82.357119,57,8000.0
10-A-IB,29.66668,-82.35291,58,8406.67
10-A-IB,29.66664,-82.346769,59,9000.03
10-A-IB,29.66665,-82.34441,60,9227.95
10-A-IB,29.66663,-82.34376,61,9290.8
10-A-IB,29.66664,-82.34332,62,9333.32
10-A-IB,29.66662,-82.34211,63,9450.25
10-A-IB,29.66663,-82.33916,64,9735.28
10-A-IB,29.6645,-82.33916,65,9972.13
10-A-IB,29.6645,-82.33926,66,9981.79
10-A-IB,29.6645,-82.33916,67,9991.45
10-A-IB,29.664423,-82.33916,68,10000.02
10-A-IB,29.65995,-82.33917,69,10497.39
10-A-IB,29.65986,-82.33921,70,10508.12
10-A-IB,29.65973,-82.33922,71,10522.61
10-A-IB,29.65905,-82.33921,72,10598.23
10-A-IB,29.65825,-82.33923,73,10687.2
10-A-IB,29.65755,-82.33923,74,10765.04
10-A-IB,29.65746,-82.33918,75,10776.15
10-A-IB,29.65676,-82.3392,76,10854.01
10-A-IB,29.65649,-82.33919,77,10884.05
10-A-IB,29.655448,-82.339232,78,10999.99
10-A-IB,29.65444,-82.33923,79,11112.07
10-A-IB,29.65444,-82.33936,80,11124.63
10-A-IB,29.65444,-82.33923,81,11137.2
10-A-IB,29.65401,-82.33923,82,11185.01
10-A-IB,29.65392,-82.33929,83,11196.57
10-A-IB,29.65378,-82.33928,84,11212.17
10-A-IB,29.65336,-82.33929,85,11258.88
10-A-IB,29.65202,-82.33939,86,11408.2
10-A-IB,29.65201,-82.33914,87,11432.38
10-A-IB,29.65206,-82.33907,88,11441.14
10-A-IB,29.65206,-82.3337,89,11960.06
10-A-IB,29.65196,-82.33371,90,11971.22
10-A-IB,29.65206,-82.3337,91,11982.38
10-A-IB,29.65206,-82.333518,92,11999.97
10-A-IB,29.65206,-82.33097,93,12246.19
10-A-IB,29.65202,-82.33044,94,12297.6
10-A-IB,29.65201,-82.32726,95,12604.9
10-A-IB,29.65195,-82.32584,96,12742.28
10-A-IB,29.65196,-82.32437,97,12884.33
10-A-IB,29.65195,-82.32416,98,12904.66
10-A-IB,29.65193,-82.32414,99,12907.6
10-A-IB,29.6519,-82.32403,100,12918.75
10-A-IB,29.651909,-82.323189,101,13000.02
10-A-IB,29.65191,-82.32241,102,13075.3
10-A-IB,29.65104,-82.3224,103,13172.04
10-A-IB,29.65068,-82.32241,104,13212.08
10-A-IB,29.64966,-82.32236,105,13325.61
10-A-IB,29.64913,-82.32238,106,13384.57
10-A-IB,29.64839,-82.32235,107,13466.91
10-A-IB,29.64713,-82.32235,108,13607.01
10-A-IB,29.64659,-82.32233,109,13667.09
10-A-IB,29.64658,-82.32257,110,13690.31
10-A-IB,29.64557,-82.32255,111,13802.63
10-A-IB,29.64549,-82.32271,112,13820.47
10-A-OB,29.64556,-82.3226,1,0
10-A-OB,29.64556,-82.3228,2,19.33
10-A-OB,29.64644,-82.3228,3,117.18
10-A-OB,29.64643,-82.3225,4,146.19
10-A-OB,29.64648,-82.32233,5,163.54
10-A-OB,29.64713,-82.32235,6,235.84
10-A-OB,29.64839,-82.32235,7,375.94
10-A-OB,29.64913,-82.32238,8,458.28
10-A-OB,29.64966,-82.32236,9,517.24
10-A-OB,29.65068,-82.32241,10,630.77
10-A-OB,29.65104,-82.3224,11,670.81
10-A-OB,29.652,-82.32242,12,777.57
10-A-OB,29.652,-82.32405,13,935.09
10-A-OB,29.65195,-82.32416,14,947.08
10-A-OB,29.65196,-82.324708,15,1000.05
10-A-OB,29.65195,-82.32584,16,1109.44
10-A-OB,29.65201,-82.32726,17,1246.82
10-A-OB,29.65202,-82.33044,18,1554.12
10-A-OB,29.65206,-82.33097,19,1605.53
10-A-OB,29.65206,-82.335052,20,1999.99
10-A-OB,29.65206,-82.33907,21,2388.26
10-A-OB,29.6521,-82.33918,22,2399.78
10-A-OB,29.6521,-82.33927,23,2408.48
10-A-OB,29.65304,-82.3392,24,2513.22
10-A-OB,29.65392,-82.33917,25,2611.12
10-A-OB,29.65401,-82.33923,26,2622.68
10-A-OB,29.65525,-82.33922,27,2760.57
10-A-OB,29.65554,-82.33923,28,2792.83
10-A-OB,29.65638,-82.33919,29,2886.31
