shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
15-A-OB,29.67748,-82.33903,77,11983.36
15-A-OB,29.67762,-82.33904,78,11998.96
15-A-IB,29.67748,-82.33903,1,0
15-A-IB,29.67843,-82.33904,2,105.64
15-A-IB,29.68073,-82.33901,3,361.4
15-A-IB,29.68081,-82.33908,4,372.58
15-A-IB,29.68134,-82.33908,5,431.51
15-A-IB,29.68143,-82.33901,6,443.59
15-A-IB,29.68613,-82.33898,7,966.21
15-A-IB,29.686434,-82.338966,8,1000.04
15-A-IB,29.68722,-82.33893,9,1087.51
15-A-IB,29.6885,-82.33892,10,1229.85
15-A-IB,29.6885,-82.33802,11,1316.78
15-A-IB,29.68852,-82.3373,12,1386.37
15-A-IB,29.68852,-82.33377,13,1727.36
15-A-IB,29.68854,-82.33105,14,1990.12
15-A-IB,29.688495,-82.330962,15,1999.98
15-A-IB,29.68847,-82.33091,16,2005.73
15-A-IB,29.68841,-82.32763,17,2322.64
15-A-IB,29.688343,-82.320618,18,3000.03
15-A-IB,29.68831,-82.310266,19,4000.02
15-A-IB,29.68829,-82.30577,20,4434.34
15-A-IB,29.68672,-82.30579,21,4608.93
15-A-IB,29.683203,-82.3058,22,5000.0
15-A-IB,29.67421,-82.305832,23,5999.98
15-A-IB,29.67384,-82.30584,24,6041.13
15-A-IB,29.67385,-82.30757,25,6208.27
15-A-IB,29.67382,-82.3077,26,6221.27
15-A-IB,29.67382,-82.3094,27,6385.51
15-A-IB,29.67384,-82.31291,28,6724.63
15-A-IB,29.67387,-82.31302,29,6735.76
15-A-IB,29.67389,-82.315755,30,7000.01
15-A-IB,29.67389,-82.31703,31,7123.19
15-A-IB,29.67386,-82.31718,32,7138.06
15-A-IB,29.67388,-82.31959,33,7370.91
15-A-IB,29.67332,-82.31958,34,7433.18
15-A-IB,29.67314,-82.31961,35,7453.41
15-A-IB,29.67273,-82.31982,36,7503.31
15-A-IB,29.67242,-82.32001,37,7542.36
15-A-IB,29.67169,-82.3204,38,7631.85
15-A-IB,29.67107,-82.32067,39,7705.57
15-A-IB,29.66973,-82.32143,40,7871.68
15-A-IB,29.66939,-82.32158,41,7912.17
15-A-IB,29.66907,-82.32168,42,7949.04
15-A-IB,29.668616,-82.321752,43,8000.0
15-A-IB,29.66658,-82.32182,44,8226.48
15-A-IB,29.66659,-82.32452,45,8487.36
15-A-IB,29.66384,-82.32456,46,8793.17
15-A-IB,29.66351,-82.32456,47,8829.86
15-A-IB,29.66339,-82.32452,48,8843.76
15-A-IB,29.661985,-82.32452,49,8999.98
15-A-IB,29.66038,-82.32452,50,9178.45
15-A-IB,29.66017,-82.32454,51,9201.88
15-A-IB,29.6599,-82.3246,52,9232.46
15-A-IB,29.65981,-82.32464,53,9243.19
15-A-IB,29.65959,-82.32476,54,9270.26
15-A-IB,29.65918,-82.32502,55,9322.31
15-A-IB,29.65802,-82.32503,56,9451.3
15-A-IB,29.65467,-82.32501,57,9823.81
15-A-IB,29.653085,-82.32502,58,10000.06
15-A-IB,29.65196,-82.325,59,10125.17
15-A-IB,29.65195,-82.32241,60,10375.45
15-A-IB,29.65029,-82.32239,61,10560.04
15-A-IB,29.64966,-82.32236,62,10630.16
15-A-IB,29.64913,-82.32238,63,10689.12
15-A-IB,29.64771,-82.32231,64,10847.16
15-A-IB,29.64713,-82.32235,65,10911.77
15-A-IB,29.64658,-82.32233,66,10972.96
15-A-IB,29.646551,-82.3226,67,10999.25
15-A-IB,29.6456,-82.32258,68,11105.02
15-A-IB,29.64551,-82.32265,69,11117.1
15-A-IB,29.6455,-82.32273,70,11124.91
37-A-IB,29.62518,-82.38792,1,0
37-A-IB,29.62519,-82.38812,2,19.36
37-A-IB,29.62522,-82.38818,3,26.05
37-A-IB,29.62526,-82.3882,4,30.9
37-A-IB,29.6257,-82.38821,5,79.84
37-A-IB,29.62584,-82.38814,6,96.81
37-A-IB,29.62584,-82.38678,7,228.27
37-A-IB,29.62503,-82.38676,8,318.36
37-A-IB,29.62311,-82.38675,9,531.85
37-A-IB,29.62306,-82.38294,10,900.18
37-A-IB,29.62307,-82.38274,11,919.54
37-A-IB,29.6231,-82.3826,12,933.48
37-A-IB,29.62313,-82.38247,13,946.48
37-A-IB,29.62319,-82.38236,14,959.03
37-A-IB,29.622899,-82.382101,15,999.94
37-A-IB,29.62273,-82.38195,16,1023.74
37-A-IB,29.62239,-82.3816,17,1074.47
37-A-IB,29.62202,-82.38136,18,1121.7
37-A-IB,29.62151,-82.38096,19,1190.34
37-A-IB,29.62084,-82.38048,20,1278.11
37-A-IB,29.62023,-82.37997,21,1361.96
37-A-IB,29.62003,-82.37984,22,1387.5
37-A-IB,29.61986,-82.37969,23,1411.33
37-A-IB,29.61951,-82.37931,24,1464.84
37-A-IB,29.61947,-82.37929,25,1469.69
37-A-IB,29.61945,-82.37924,26,1475.01
37-A-IB,29.61937,-82.37917,27,1486.19
37-A-IB,29.61812,-82.37823,28,1652.25
37-A-IB,29.618,-82.37813,29,1668.73
37-A-IB,29.61784,-82.37796,30,1692.94
37-A-IB,29.61762,-82.37764,31,1732.38
37-A-IB,29.61757,-82.37754,32,1743.53
37-A-IB,29.61739,-82.37704,33,1795.85
37-A-IB,29.61735,-82.3766,34,1838.61
37-A-IB,29.61731,-82.37636,35,1862.23
37-A-IB,29.61742,-82.37549,36,1947.22
37-A-IB,29.61746,-82.37526,37,1969.89
37-A-IB,29.617552,-82.374967,38,2000.01
37-A-IB,29.61782,-82.37411,39,2088.05
37-A-IB,29.61787,-82.37383,40,2115.68
37-A-IB,29.61802,-82.37238,41,2256.83
37-A-IB,29.62121,-82.37272,42,2613.07
37-A-IB,29.62172,-82.37273,43,2669.78
37-A-IB,29.62176,-82.37155,44,2783.93
37-A-IB,29.62171,-82.37088,45,2848.93
37-A-IB,29.62162,-82.3704,46,2896.4
37-A-IB,29.62156,-82.37019,47,2917.77
37-A-IB,29.62131,-82.36946,48,2993.61
37-A-IB,29.621271,-82.36941,49,3000.1
37-A-IB,29.62036,-82.36693,50,3260.35
37-A-IB,29.62036,-82.36686,51,3267.12
37-A-IB,29.61993,-82.36567,52,3391.69
37-A-IB,29.61981,-82.36528,53,3431.68
37-A-IB,29.61969,-82.36473,54,3486.49
37-A-IB,29.61964,-82.36407,55,3550.54
37-A-IB,29.61965,-82.36368,56,3588.25
37-A-IB,29.61984,-82.36138,57,3811.58
37-A-IB,29.619977,-82.359436,58,4000.11
37-A-IB,29.62024,-82.35614,59,4320.06
37-A-IB,29.62022,-82.35586,60,4347.21
37-A-IB,29.62017,-82.35581,61,4354.58
37-A-IB,29.62017,-82.35572,62,4363.28
37-A-IB,29.6202,-82.35567,63,4369.15
37-A-IB,29.62024,-82.35565,64,4374.0
37-A-IB,29.62029,-82.35565,65,4379.56
37-A-IB,29.62036,-82.35572,66,4389.88
37-A-IB,29.62073,-82.35576,67,4431.2
37-A-IB,29.62076,-82.35577,68,4434.67
37-A-IB,29.62079,-82.35581,69,4439.78
37-A-IB,29.62114,-82.35585,70,4478.89
37-A-IB,29.62521,-82.35622,71,4932.86
37-A-IB,29.62536,-82.35625,72,4949.79
37-A-IB,29.625792,-82.356403,73,5000.05
37-A-IB,29.62611,-82.35657,74,5038.92
37-A-IB,29.62639,-82.35676,75,5075.07
37-A-IB,29.62666,-82.357,76,5113.01
37-A-IB,29.62701,-82.35742,77,5169.25
37-A-IB,29.62724,-82.35781,78,5214.8
37-A-IB,29.62826,-82.35994,79,5449.86
37-A-IB,29.62846,-82.3603,80,5491.15
37-A-IB,29.6287,-82.36062,81,5532.0
37-A-IB,29.62905,-82.36096,82,5582.94
37-A-IB,29.62925,-82.36111,83,5609.49
37-A-IB,29.62972,-82.36136,84,5667.07
37-A-IB,29.63008,-82.36147,85,5708.48
37-A-IB,29.6304,-82.36151,86,5744.28
37-A-IB,29.63071,-82.36151,87,5778.75
37-A-IB,29.63111,-82.36144,88,5823.74
37-A-IB,29.63115,-82.36138,89,5831.04
37-A-IB,29.63126,-82.36131,90,5845.02
37-A-IB,29.63139,-82.36125,91,5860.6
37-A-IB,29.63152,-82.36123,92,5875.18
37-A-IB,29.63172,-82.36124,93,5897.44
37-A-IB,29.63184,-82.36127,94,5911.1
37-A-IB,29.63228,-82.36148,95,5964.07
37-A-IB,29.632433,-82.361151,96,6000.13
37-A-IB,29.63323,-82.35946,97,6186.05
37-A-IB,29.63379,-82.35823,98,6320.25
37-A-IB,29.63402,-82.35765,99,6381.87
37-A-IB,29.63504,-82.35477,100,6682.44
37-A-IB,29.636151,-82.351741,101,7000.19
37-A-IB,29.63688,-82.34973,102,7210.78
37-A-IB,29.63816,-82.34599,103,7599.25
37-A-IB,29.63858,-82.34616,104,7648.76
37-A-IB,29.63879,-82.34621,105,7672.6
37-A-IB,29.63905,-82.3462,106,7701.53
37-A-IB,29.63977,-82.34611,107,7782.06
37-A-IB,29.64028,-82.34614,108,7838.84
37-A-IB,29.64048,-82.3461,109,7861.42
37-A-IB,29.64148,-82.34623,110,7973.32
37-A-IB,29.641717,-82.346286,111,8000.22
37-A-IB,29.64196,-82.34638,112,8028.73
37-A-IB,29.64268,-82.34676,113,8116.81
37-A-IB,29.64288,-82.34683,114,8140.06
37-A-IB,29.64316,-82.34689,115,8171.73
37-A-IB,29.64337,-82.34692,116,8195.26
37-A-IB,29.6436,-82.34693,117,8220.85
37-A-IB,29.6448,-82.34691,118,8354.3
37-A-IB,29.64482,-82.34663,119,8381.45
37-A-IB,29.64484,-82.34656,120,8388.57
37-A-IB,29.64485,-82.34443,121,8594.42
37-A-IB,29.64482,-82.34351,122,8683.39
37-A-IB,29.64653,-82.34351,123,8873.53
37-A-IB,29.64653,-82.34358,124,8880.3
37-A-IB,29.64651,-82.34364,125,8886.51
37-A-IB,29.646027,-82.344677,126,9000.2
37-A-IB,29.64591,-82.34493,127,9027.9
37-A-IB,29.64578,-82.34527,128,9063.8
37-A-IB,29.64573,-82.34545,129,9082.06
37-A-IB,29.64569,-82.34576,130,9112.35
37-A-IB,29.64568,-82.34635,131,9169.37
37-A-IB,29.64562,-82.34659,132,9193.51
37-A-IB,29.64552,-82.34675,133,9212.55
37-A-IB,29.64538,-82.34686,134,9231.4
37-A-IB,29.64522,-82.34691,135,9249.84
37-A-IB,29.64515,-82.34692,136,9257.68
37-A-IB,29.64505,-82.34691,137,9268.84
37-A-OB,29.64512,-82.34692,1,0
37-A-OB,29.64506,-82.34691,2,6.74
37-A-OB,29.6436,-82.34693,3,169.1
37-A-OB,29.64337,-82.34692,4,194.69
37-A-OB,29.64288,-82.34683,5,249.87
37-A-OB,29.64268,-82.34676,6,273.11
37-A-OB,29.64196,-82.34638,7,361.19
37-A-OB,29.6417,-82.34628,8,391.68
37-A-OB,29.64148,-82.34623,9,416.61
37-A-OB,29.64048,-82.3461,10,528.51
37-A-OB,29.64028,-82.34614,11,551.09
37-A-OB,29.63977,-82.34611,12,607.87
37-A-OB,29.63905,-82.3462,13,688.4
37-A-OB,29.63879,-82.34621,14,717.33
37-A-OB,29.63858,-82.34616,15,741.17
37-A-OB,29.63826,-82.34603,16,778.91
37-A-OB,29.637534,-82.34816,17,1000.03
37-A-OB,29.63695,-82.34994,18,1183.91
37-A-OB,29.63659,-82.35097,19,1291.21
37-A-OB,29.63546,-82.35406,20,1615.21
37-A-OB,29.63472,-82.3562,21,1837.8
37-A-OB,29.63416,-82.35775,22,2000.04
37-A-OB,29.6339,-82.35842,23,2070.96
37-A-OB,29.63356,-82.3592,24,2155.29
37-A-OB,29.63238,-82.36171,25,2431.1
37-A-OB,29.63211,-82.36157,26,2464.03
37-A-OB,29.63188,-82.36142,27,2493.43
37-A-OB,29.63169,-82.36135,28,2515.61
37-A-OB,29.63157,-82.36134,29,2528.99
37-A-OB,29.63141,-82.36136,30,2546.89
37-A-OB,29.6312,-82.36143,31,2571.2
37-A-OB,29.63081,-82.3615,32,2615.09
37-A-OB,29.6304,-82.36151,33,2660.69
37-A-OB,29.63018,-82.36149,34,2685.23
37-A-OB,29.62993,-82.36143,35,2713.62
37-A-OB,29.62972,-82.36136,36,2737.94
37-A-OB,29.62938,-82.36119,37,2779.16
37-A-OB,29.62905,-82.36096,38,2822.06
37-A-OB,29.6287,-82.36062,39,2873.0
37-A-OB,29.62846,-82.3603,40,2913.85
37-A-OB,29.62826,-82.35994,41,2955.15
37-A-OB,29.628069,-82.359531,42,3000.02
37-A-OB,29.62724,-82.35781,43,3190.2
37-A-OB,29.62706,-82.35749,44,3227.04
37-A-OB,29.62678,-82.35713,45,3273.74
37-A-OB,29.62652,-82.35687,46,3312.04
37-A-OB,29.6263,-82.35669,47,3342.06
37-A-OB,29.62592,-82.35646,48,3389.81
37-A-OB,29.62572,-82.35637,49,3413.69
37-A-OB,29.62536,-82.35625,50,3455.36
37-A-OB,29.62504,-82.3562,51,3491.27
37-A-OB,29.62079,-82.35581,52,3965.35
37-A-OB,29.62072,-82.35585,53,3974.04
37-A-OB,29.620487,-82.35583,54,4000.02
37-A-OB,29.62034,-82.35583,55,4016.37
37-A-OB,29.62034,-82.35585,56,4018.3
37-A-OB,29.62031,-82.35587,57,4022.16
37-A-OB,29.62027,-82.35611,58,4045.78
37-A-OB,29.62024,-82.35614,59,4050.2
37-A-OB,29.61965,-82.36368,60,4782.0
37-A-OB,29.61964,-82.36407,61,4819.71
37-A-OB,29.61969,-82.36473,62,4883.75
37-A-OB,29.61981,-82.36528,63,4938.57
37-A-OB,29.620003,-82.365876,64,5000.05
37-A-OB,29.62036,-82.36686,65,5103.11
37-A-OB,29.62041,-82.36691,66,5110.48
37-A-OB,29.62088,-82.36816,67,5242.13
37-A-OB,29.62131,-82.3694,68,5371.18
37-A-OB,29.62131,-82.36946,69,5376.98
37-A-OB,29.62141,-82.36972,70,5404.46
37-A-OB,29.62162,-82.3704,71,5474.21
37-A-OB,29.62171,-82.37088,72,5521.68
37-A-OB,29.62176,-82.37155,73,5586.68
37-A-OB,29.62171,-82.37292,74,5719.22
37-A-OB,29.62121,-82.37289,75,5774.9
37-A-OB,29.619193,-82.372686,76,6000.04
37-A-OB,29.61801,-82.37256,77,6132.15
37-A-OB,29.61787,-82.37383,78,6255.9
37-A-OB,29.61782,-82.37411,79,6283.53
37-A-OB,29.61746,-82.37526,80,6401.68
37-A-OB,29.61742,-82.37549,81,6424.36
37-A-OB,29.61738,-82.37584,82,6458.48
37-A-OB,29.61734,-82.37644,83,6516.65
37-A-OB,29.61739,-82.37699,84,6570.11
37-A-OB,29.61744,-82.37722,85,6593.03
37-A-OB,29.61752,-82.37744,86,6616.08
37-A-OB,29.61762,-82.37764,87,6638.38
37-A-OB,29.61789,-82.37802,88,6685.82
37-A-OB,29.61812,-82.37823,89,6718.48
37-A-OB,29.61945,-82.37924,90,6895.69
37-A-OB,29.61953,-82.37927,91,6905.04
37-A-OB,29.61991,-82.37961,92,6958.57
37-A-OB,29.620221,-82.379846,93,7000.0
37-A-OB,29.62045,-82.38,94,7029.5
37-A-OB,29.62076,-82.38026,95,7072.16
37-A-OB,29.62235,-82.38143,96,7282.03
37-A-OB,29.62253,-82.38153,97,7304.26
37-A-OB,29.62284,-82.38178,98,7346.36
37-A-OB,29.6233,-82.3821,99,7406.13
37-A-OB,29.62313,-82.38247,100,7446.59
37-A-OB,29.62307,-82.38274,101,7473.52
37-A-OB,29.62306,-82.38294,102,7492.89
37-A-OB,29.62311,-82.38675,103,7861.21
37-A-OB,29.624358,-82.38676,104,7999.98
37-A-OB,29.62503,-82.38676,105,8074.71
37-A-OB,29.62503,-82.38704,106,8101.77
37-A-OB,29.62505,-82.38703,107,8104.2
37-A-OB,29.6251,-82.38705,108,8110.08
37-A-OB,29.62518,-82.38715,109,8123.22
37-A-OB,29.62518,-82.38793,110,8198.61
17-A-OB,29.64485,-82.34016,1,0
17-A-OB,29.64485,-82.34097,2,78.28
17-A-OB,29.64481,-82.34115,3,96.23
17-A-OB,29.64483,-82.34351,4,324.32
17-A-OB,29.64335,-82.34351,5,488.88
17-A-OB,29.64243,-82.34365,6,592.07
17-A-OB,29.64176,-82.34377,7,667.47
17-A-OB,29.64168,-82.34377,8,676.37
17-A-OB,29.6416,-82.34374,9,685.72
17-A-OB,29.64138,-82.34355,10,716.31
17-A-OB,29.64109,-82.3434,11,751.67
17-A-OB,29.64137,-82.34273,12,823.51
17-A-OB,29.639933,-82.341954,13,1000.03
17-A-OB,29.63974,-82.34184,14,1024.15
17-A-OB,29.63921,-82.34334,15,1180.64
17-A-OB,29.63903,-82.34326,16,1202.1
17-A-OB,29.63882,-82.34319,17,1226.41
17-A-OB,29.63841,-82.34308,18,1273.22
17-A-OB,29.63762,-82.34296,19,1361.83
17-A-OB,29.63739,-82.34297,20,1387.42
17-A-OB,29.63563,-82.34318,21,1584.17
17-A-OB,29.63625,-82.34115,22,1792.13
17-A-OB,29.63638,-82.34044,23,1862.26
17-A-OB,29.63639,-82.33953,24,1950.21
17-A-OB,29.63646,-82.33935,25,1969.27
17-A-OB,29.63645,-82.339032,26,2000.03
17-A-OB,29.63645,-82.33799,27,2100.73
17-A-OB,29.63647,-82.33742,28,2155.87
17-A-OB,29.63664,-82.33492,29,2398.23
17-A-OB,29.63664,-82.33459,30,2430.12
17-A-OB,29.63663,-82.33442,31,2446.59
17-A-OB,29.63657,-82.33427,32,2462.55
17-A-OB,29.63655,-82.33407,33,2482.01
17-A-OB,29.63634,-82.33091,34,2788.31
17-A-OB,29.6362,-82.32909,35,2964.89
17-A-OB,29.63626,-82.32897,36,2978.27
17-A-OB,29.636231,-82.328747,37,3000.07
17-A-OB,29.63616,-82.32844,38,3030.77
17-A-OB,29.63606,-82.32811,39,3064.55
17-A-OB,29.63591,-82.32781,40,3098.0
17-A-OB,29.63569,-82.3275,41,3136.68
17-A-OB,29.63548,-82.32725,42,3170.28
17-A-OB,29.63524,-82.32701,43,3205.64
17-A-OB,29.63502,-82.32682,44,3236.22
17-A-OB,29.63479,-82.32668,45,3265.16
17-A-OB,29.63442,-82.32652,46,3309.11
17-A-OB,29.63253,-82.32593,47,3526.87
17-A-OB,29.63177,-82.32566,48,3615.31
17-A-OB,29.63149,-82.32551,49,3649.66
17-A-OB,29.63123,-82.32531,50,3684.44
17-A-OB,29.63099,-82.32509,51,3718.56
17-A-OB,29.63071,-82.32476,52,3763.13
17-A-OB,29.63052,-82.32445,53,3799.79
17-A-OB,29.6297,-82.322619,54,3998.88
17-A-OB,29.62955,-82.3223,55,4033.93
17-A-OB,29.63202,-82.32083,56,4343.16
17-A-OB,29.63244,-82.32053,57,4398.13
17-A-OB,29.63279,-82.32025,58,4445.53
17-A-OB,29.63318,-82.3199,59,4500.53
17-A-OB,29.6336,-82.31945,60,4564.35
17-A-OB,29.63391,-82.31908,61,4614.02
17-A-OB,29.63432,-82.31852,62,4684.78
17-A-OB,29.6355,-82.31683,63,4894.3
17-A-OB,29.636362,-82.317259,64,4998.73
17-A-OB,29.63699,-82.31755,65,5074.01
17-A-OB,29.63931,-82.3187,66,5354.91
17-A-OB,29.64318,-82.32068,67,5825.86
17-A-OB,29.64435,-82.32126,68,5967.52
17-A-OB,29.644609,-82.321344,69,5997.44
17-A-OB,29.64475,-82.32136,70,6013.19
17-A-OB,29.64489,-82.32135,71,6028.79
17-A-OB,29.64505,-82.32128,72,6047.83
17-A-OB,29.6451,-82.32129,73,6053.47
17-A-OB,29.64518,-82.32137,74,6065.25
17-A-OB,29.64518,-82.32167,75,6094.25
17-A-OB,29.64523,-82.3219,76,6117.16
17-A-OB,29.64526,-82.32232,77,6157.88
17-A-OB,29.64658,-82.32233,78,6304.66
17-A-OB,29.64658,-82.32258,79,6328.82
17-A-OB,29.645846,-82.322577,80,6410.44
17-A-OB,29.645693,-82.322528,81,6428.1
17-A-OB,29.645625,-82.322536,82,6435.7
17-A-OB,29.645559,-82.322587,83,6444.54
17-A-OB,29.645525,-82.322654,84,6452.04
17-A-OB,29.645518,-82.322728,85,6459.23
17-A-IB,29.64552,-82.3227,1,0
17-A-IB,29.64553,-82.32265,2,4.96
17-A-IB,29.64558,-82.32256,3,15.28
17-A-IB,29.64568,-82.32252,4,27.05
17-A-IB,29.64584,-82.32258,5,45.77
17-A-IB,29.64658,-82.32258,6,128.05
17-A-IB,29.64658,-82.32233,7,152.21
17-A-IB,29.64519,-82.32231,8,306.78
17-A-IB,29.64518,-82.32205,9,331.93
17-A-IB,29.64512,-82.32172,10,364.52
17-A-IB,29.64506,-82.32159,11,378.74
17-A-IB,29.64497,-82.32156,12,389.16
17-A-IB,29.64489,-82.32147,13,401.6
17-A-IB,29.64479,-82.32142,14,413.72
17-A-IB,29.64463,-82.32138,15,431.93
17-A-IB,29.64457,-82.32134,16,439.64
17-A-IB,29.64435,-82.32126,17,465.3
17-A-IB,29.64318,-82.32068,18,606.96
17-A-IB,29.63996,-82.319037,19,998.63
17-A-IB,29.63931,-82.3187,20,1077.91
17-A-IB,29.63699,-82.31755,21,1358.81
17-A-IB,29.63561,-82.31689,22,1524.98
17-A-IB,29.63423,-82.31888,23,1771.03
17-A-IB,29.63382,-82.3194,24,1838.89
17-A-IB,29.63364,-82.31961,25,1867.39
17-A-IB,29.63328,-82.31998,26,1921.07
17-A-IB,29.63304,-82.32021,27,1955.8
17-A-IB,29.632729,-82.32047,28,1998.55
17-A-IB,29.63252,-82.32064,29,2027.01
17-A-IB,29.63189,-82.32107,30,2108.46
17-A-IB,29.62961,-82.32243,31,2394.04
17-A-IB,29.63052,-82.32445,32,2613.95
17-A-IB,29.63071,-82.32476,33,2650.61
17-A-IB,29.63099,-82.32509,34,2695.18
17-A-IB,29.63123,-82.32531,35,2729.3
17-A-IB,29.63149,-82.32551,36,2764.08
17-A-IB,29.63177,-82.32566,37,2798.42
17-A-IB,29.63253,-82.32593,38,2886.87
17-A-IB,29.633499,-82.32623,39,2998.45
17-A-IB,29.63442,-82.32652,40,3104.63
17-A-IB,29.63479,-82.32668,41,3148.58
17-A-IB,29.63502,-82.32682,42,3177.51
17-A-IB,29.63535,-82.32711,43,3223.69
17-A-IB,29.63562,-82.32741,44,3265.43
17-A-IB,29.63591,-82.32781,45,3315.77
17-A-IB,29.63606,-82.32811,46,3349.22
17-A-IB,29.6362,-82.3286,47,3399.07
17-A-IB,29.63626,-82.32897,48,3435.45
17-A-IB,29.63632,-82.32905,49,3445.66
17-A-IB,29.63633,-82.32916,50,3456.35
17-A-IB,29.63669,-82.33426,51,3950.88
17-A-IB,29.63663,-82.33442,52,3967.72
17-A-IB,29.63664,-82.334736,53,3998.28
17-A-IB,29.63664,-82.33492,54,4016.06
17-A-IB,29.63655,-82.33612,55,4132.47
17-A-IB,29.63646,-82.33767,56,4282.61
17-A-IB,29.63646,-82.33935,57,4444.98
17-A-IB,29.63753,-82.33931,58,4564.02
17-A-IB,29.64016,-82.33932,59,4856.47
17-A-IB,29.64069,-82.33926,60,4915.69
17-A-IB,29.641431,-82.33925,61,4998.09
17-A-IB,29.6429,-82.33925,62,5161.43
17-A-IB,29.6436,-82.33927,63,5239.29
17-A-IB,29.64367,-82.33932,64,5248.45
17-A-IB,29.64491,-82.33932,65,5386.34
17-A-IB,29.64482,-82.33994,66,5447.08
17-A-IB,29.64485,-82.3401,67,5462.9
17-A-IB,29.64485,-82.34023,68,5475.46
26-A-OB,29.64556,-82.3226,1,0
26-A-OB,29.64556,-82.3228,2,19.33
26-A-OB,29.64644,-82.3228,3,117.18
26-A-OB,29.64643,-82.3225,4,146.19
26-A-OB,29.64648,-82.32233,5,163.54
26-A-OB,29.64713,-82.32235,6,235.84
26-A-OB,29.64771,-82.32231,7,300.45
26-A-OB,29.64839,-82.32235,8,376.16
26-A-OB,29.64839,-82.32072,9,533.68
26-A-OB,29.64825,-82.31972,10,631.56
26-A-OB,29.64823,-82.31908,11,693.45
26-A-OB,29.64824,-82.3188,12,720.53
26-A-OB,29.648222,-82.315908,13,1000.01
26-A-OB,29.64823,-82.3151,14,1078.1
26-A-OB,29.64821,-82.31388,15,1196.02
26-A-OB,29.64822,-82.31211,16,1367.07
26-A-OB,29.64824,-82.31145,17,1430.89
26-A-OB,29.65013,-82.3114,18,1641.1
26-A-OB,29.65098,-82.3114,19,1735.62
26-A-OB,29.65149,-82.31135,20,1792.53
26-A-OB,29.65187,-82.31129,21,1835.18
26-A-OB,29.65203,-82.31124,22,1853.62
26-A-OB,29.65247,-82.31101,23,1907.36
26-A-OB,29.653207,-82.310563,24,1999.99
26-A-OB,29.65624,-82.3085,25,2391.76
26-A-OB,29.65639,-82.30846,26,2408.88
26-A-OB,29.65779,-82.30751,27,2589.6
26-A-OB,29.6592,-82.30658,28,2770.32
26-A-OB,29.65931,-82.30645,29,2787.85
26-A-OB,29.65923,-82.30584,30,2847.46
26-A-OB,29.65921,-82.30528,31,2901.61
26-A-OB,29.65921,-82.304262,32,2999.98
26-A-OB,29.65922,-82.30329,33,3093.91
26-A-OB,29.65918,-82.30213,34,3206.08
26-A-OB,29.65921,-82.29985,35,3426.42
26-A-OB,29.66112,-82.29986,36,3638.8
26-A-OB,29.66155,-82.29983,37,3686.7
26-A-OB,29.66163,-82.2998,38,3696.06
26-A-OB,29.66176,-82.29978,39,3710.64
26-A-OB,29.6618,-82.2997,40,3719.56
26-A-OB,29.66186,-82.29966,41,3727.27
26-A-OB,29.66194,-82.29966,42,3736.17
26-A-OB,29.66201,-82.2997,43,3744.86
26-A-OB,29.66205,-82.2998,44,3755.49
26-A-OB,29.66205,-82.29986,45,3761.29
26-A-OB,29.66203,-82.29991,46,3766.61
26-A-OB,29.66195,-82.29998,47,3777.79
26-A-OB,29.66196,-82.30145,48,3919.83
26-A-OB,29.66202,-82.30163,49,3938.46
26-A-OB,29.66212,-82.30178,50,3956.72
26-A-OB,29.662443,-82.30203,51,4000.01
26-A-OB,29.66288,-82.30239,52,4059.77
26-A-OB,29.66297,-82.3025,53,4074.36
26-A-OB,29.66307,-82.30265,54,4092.63
26-A-OB,29.66346,-82.30341,55,4177.91
26-A-OB,29.66376,-82.30355,56,4213.91
26-A-OB,29.66648,-82.3017,57,4565.23
26-A-OB,29.6665,-82.30582,58,4963.31
26-A-OB,29.66683,-82.30582,59,5000.01
26-A-OB,29.66984,-82.30583,60,5334.7
26-A-OB,29.67067,-82.30582,61,5427.0
26-A-OB,29.67295,-82.30584,62,5680.53
26-A-OB,29.675823,-82.30583,63,6000.0
26-A-OB,29.68057,-82.3058,64,6527.85
26-A-OB,29.684816,-82.305793,65,6999.98
26-A-OB,29.68829,-82.30577,66,7386.28
26-A-OB,29.68826,-82.3018,67,7769.79
26-A-OB,29.68827,-82.30122,68,7825.83
26-A-OB,29.68825,-82.30004,69,7939.84
26-A-OB,29.68822,-82.299418,70,8000.01
26-A-OB,29.68813,-82.29831,71,8107.51
26-A-OB,29.68804,-82.29762,72,8174.91
26-A-OB,29.68789,-82.2967,73,8265.34
26-A-OB,29.68766,-82.29565,74,8369.94
26-A-OB,29.68737,-82.29459,75,8477.29
26-A-OB,29.68717,-82.29398,76,8540.27
26-A-OB,29.68681,-82.29304,77,8639.51
26-A-OB,29.68645,-82.29221,78,8729.13
26-A-OB,29.68626,-82.2918,79,8774.01
26-A-OB,29.685224,-82.289788,80,8999.95
26-A-OB,29.68498,-82.28932,81,9052.68
26-A-OB,29.68483,-82.28907,82,9082.03
26-A-OB,29.680619,-82.280897,83,9999.98
26-A-OB,29.67906,-82.27788,84,10339.1
26-A-OB,29.67895,-82.2777,85,10360.36
26-A-OB,29.6785,-82.27681,86,10459.84
26-A-OB,29.67907,-82.27655,87,10528.01
26-A-OB,29.67923,-82.27652,88,10546.04
26-A-OB,29.67986,-82.27651,89,10616.1
26-A-OB,29.68152,-82.27657,90,10800.77
